OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,MasVnrArea,Fireplaces,House_age_num,ExterQual,ExterCond,BsmtQual,BsmtCond,HeatingQC,KitchenQual,GarageQual,GarageCond,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,CentralAir_N,CentralAir_Y
6,912,2.0,888.0,1,1978,1978,0.0,1,27.5,3,3,4,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1505,1.0,883.0,1,1940,1982,0.0,0,120.0,3,3,3,3,4,3.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1922,2.0,0.0,3,2003,2003,500.0,1,10.0,4,3,0,0,5,4.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,987,1.0,483.0,1,1972,2007,510.0,0,35.0,3,3,3,3,4,4.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,1574,2.0,796.0,2,1976,1976,120.0,1,27.5,3,3,4,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1344,1.0,672.0,1,1920,1997,0.0,0,120.0,3,4,3,2,4,3.0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,1394,2.0,1394.0,1,1963,1963,247.0,2,120.0,3,3,4,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1431,1.0,1099.0,1,1962,1962,305.0,1,120.0,3,3,4,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1268,1.0,1268.0,1,1954,1954,200.0,1,120.0,3,3,3,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1287,2.0,1063.0,1,1959,2006,0.0,1,120.0,3,4,3,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1664,2.0,953.0,2,2000,2000,0.0,1,10.0,3,3,4,3,5,3.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,1588,2.0,0.0,2,1959,1959,0.0,1,120.0,3,3,0,0,3,3.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,752,1.0,744.0,1,1984,1984,0.0,0,27.5,3,3,4,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5,1319,1.0,608.0,1,1953,1953,0.0,0,120.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1928,2.0,847.0,2,2003,2004,0.0,1,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,904,0.0,683.0,0,1922,1950,0.0,0,120.0,2,2,2,1,4,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,914,2.0,870.0,1,1996,1996,0.0,0,10.0,4,3,4,3,5,3.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,2466,2.0,1580.0,3,2004,2005,0.0,1,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
9,1856,3.0,1856.0,1,2010,2010,350.0,1,2.0,4,3,5,3,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
6,1800,2.0,982.0,2,2000,2000,16.0,1,10.0,3,3,4,3,5,3.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1691,1.0,1026.0,2,1924,1950,0.0,1,120.0,3,3,3,3,3,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1301,2.0,1293.0,2,2006,2006,0.0,1,2.0,4,3,4,4,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7,1797,2.0,939.0,2,2006,2006,0.0,0,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,784,2.0,784.0,1,1928,1950,0.0,0,120.0,3,3,2,2,3,3.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6,1953,2.0,1580.0,2,1992,1992,0.0,2,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1269,2.0,1256.0,2,2004,2005,16.0,1,10.0,4,3,4,3,5,4.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1184,0.0,658.0,1,1910,1996,0.0,0,120.0,3,2,3,3,3,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1125,1.0,1041.0,1,1976,1976,255.0,1,35.0,3,3,3,3,5,3.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1479,2.0,1468.0,2,1999,2000,125.0,0,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10,2332,3.0,1682.0,2,2007,2008,272.0,1,2.0,5,3,5,3,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1367,1.0,861.0,1,1900,1950,0.0,0,120.0,3,3,3,4,5,3.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1961,2.0,804.0,2,2001,2002,0.0,1,10.0,3,3,5,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,882,1.0,0.0,1,1959,1959,0.0,0,120.0,3,3,0,0,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,788,0.0,788.0,1,1941,1950,0.0,2,120.0,3,3,3,3,3,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1034,1.0,735.0,1,1940,1950,0.0,0,120.0,3,3,3,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1144,1.0,1144.0,1,1956,1956,0.0,0,120.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,894,2.0,894.0,1,1972,1972,0.0,0,35.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1812,1.0,864.0,2,1962,1962,288.0,1,120.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1077,1.0,961.0,1,1920,1950,0.0,0,120.0,3,2,2,1,4,3.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,1550,2.0,1092.0,2,2006,2007,100.0,0,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8,1288,2.0,1260.0,1,1996,1996,0.0,2,10.0,4,3,4,3,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7,1310,2.0,1310.0,2,2005,2005,0.0,1,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,672,1.0,672.0,1,1940,1997,0.0,0,120.0,3,3,3,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
8,2263,2.0,1141.0,2,1998,1998,650.0,1,10.0,4,3,4,3,4,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1572,2.0,806.0,2,1995,1996,0.0,1,10.0,3,3,4,3,4,3.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,1620,2.0,1281.0,2,1976,1993,0.0,1,35.0,3,3,3,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
6,1639,1.0,1064.0,1,1936,1950,0.0,0,120.0,3,3,3,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1680,1.0,840.0,2,1915,1976,0.0,0,120.0,3,3,4,3,5,3.0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,2172,3.0,1063.0,2,2006,2006,350.0,1,2.0,4,3,5,4,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,2078,3.0,1034.0,2,2007,2008,100.0,1,2.0,4,3,5,3,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5,1276,1.0,1276.0,1,1958,1958,0.0,0,120.0,3,2,3,2,3,3.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1056,2.0,1056.0,1,1955,1955,0.0,0,120.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,1478,2.0,1470.0,2,2009,2009,432.0,1,2.0,5,3,5,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5,1028,2.0,1008.0,1,1927,1950,0.0,1,120.0,3,3,3,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,2097,3.0,1080.0,2,1993,1993,0.0,1,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
7,1340,2.0,1340.0,2,2007,2007,0.0,0,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1400,2.0,672.0,1,1978,1978,203.0,1,27.5,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
6,2624,3.0,1370.0,2,1918,1950,0.0,1,120.0,3,3,4,3,3,3.0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,1134,1.0,756.0,1,1940,1950,0.0,0,120.0,3,3,3,3,2,3.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,1056,1.0,1056.0,1,1968,1968,0.0,1,120.0,3,3,3,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1344,4.0,1344.0,2,1997,1998,200.0,0,10.0,3,4,4,4,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,1602,2.0,1602.0,2,1977,2000,126.0,1,35.0,4,3,4,3,4,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,988,2.0,988.0,1,1954,1954,0.0,0,120.0,3,3,3,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,2630,3.0,1470.0,2,1998,1998,473.0,1,10.0,4,3,4,3,4,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1196,1.0,1196.0,1,1956,1956,74.0,1,120.0,3,3,4,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1389,1.0,651.0,1,1946,1992,0.0,2,120.0,3,4,3,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,1644,2.0,1518.0,2,1989,1989,145.0,1,17.5,4,3,4,3,4,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4,907,1.0,907.0,1,1957,1957,0.0,0,120.0,3,3,3,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1208,2.0,1208.0,2,2007,2007,108.0,0,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1412,2.0,1392.0,2,1988,1988,0.0,1,22.5,3,3,4,3,3,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
6,987,1.0,483.0,1,1971,1971,232.0,0,35.0,3,3,3,3,3,3.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,1198,0.0,901.0,1,1920,1998,0.0,0,120.0,3,3,3,3,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,1365,2.0,765.0,1,1971,1971,376.0,0,35.0,3,3,3,3,5,3.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,1604,2.0,926.0,2,1997,1998,0.0,1,10.0,3,3,4,3,5,3.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,630,0.0,630.0,1,1972,1972,0.0,0,35.0,3,4,4,3,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,1661,2.0,799.0,2,1996,1996,0.0,1,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1118,2.0,648.0,1,1920,1950,0.0,0,120.0,3,3,2,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,904,1.0,884.0,1,1926,2004,0.0,0,120.0,4,3,3,3,4,3.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,694,1.0,440.0,1,1913,2002,0.0,1,120.0,3,3,3,3,3,4.0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,1196,2.0,684.0,1,1920,2000,0.0,0,120.0,3,3,3,2,4,4.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10,2402,3.0,3094.0,2,2008,2008,200.0,2,2.0,5,3,5,3,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,1440,0.0,1440.0,2,1955,1955,270.0,0,120.0,3,3,3,3,3,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,1573,2.0,1078.0,2,1930,1992,0.0,1,120.0,3,3,3,3,3,3.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,1258,3.0,1258.0,2,2006,2007,72.0,1,2.0,4,3,5,3,5,4.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1908,2.0,915.0,2,1994,1995,0.0,1,10.0,4,4,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1689,2.0,1436.0,1,1956,1956,0.0,1,120.0,3,3,3,3,2,3.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1888,2.0,1517.0,2,1966,2002,0.0,1,120.0,4,3,3,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1886,2.0,930.0,2,1998,1999,0.0,1,10.0,4,3,4,3,4,4.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1376,1.0,780.0,2,1937,1950,0.0,1,120.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,1183,1.0,649.0,1,1948,2002,0.0,0,120.0,3,4,3,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,813,1.0,813.0,1,1930,2005,0.0,0,120.0,3,3,3,3,5,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,1533,2.0,1533.0,2,1975,1975,0.0,2,35.0,3,3,4,3,3,4.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1756,2.0,872.0,2,1996,1997,42.0,0,10.0,4,3,5,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
8,1590,2.0,768.0,2,2008,2008,0.0,0,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5,1728,2.0,1728.0,2,1976,1976,0.0,0,27.5,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1242,2.0,1242.0,1,1973,1973,320.0,1,35.0,3,3,3,3,2,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1344,3.0,624.0,1,1916,1950,0.0,0,120.0,3,3,3,3,2,3.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4,1663,2.0,1364.0,1,1954,1994,0.0,2,120.0,3,3,4,3,5,4.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1666,1.0,588.0,1,1925,1996,0.0,1,120.0,3,4,3,3,2,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,1203,1.0,709.0,1,1950,1950,161.0,1,120.0,3,3,3,3,3,4.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1935,2.0,832.0,2,2009,2009,110.0,0,2.0,4,3,4,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7,1135,2.0,560.0,1,1936,2007,0.0,0,120.0,4,4,4,4,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5,864,1.0,864.0,1,1965,1965,0.0,1,120.0,3,3,3,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
6,1660,1.0,715.0,1,1934,1995,0.0,1,120.0,3,3,3,3,2,3.0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1040,0.0,1040.0,2,1978,1978,136.0,0,35.0,3,3,4,3,3,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1414,2.0,1375.0,2,2004,2004,18.0,1,2.0,4,3,4,3,5,4.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,1277,2.0,1277.0,1,1970,1970,0.0,1,35.0,3,4,3,4,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1644,1.0,728.0,1,1942,1995,224.0,2,120.0,3,3,3,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1634,3.0,1626.0,2,2006,2006,248.0,1,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1710,2.0,832.0,2,1993,1993,120.0,0,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8,1502,2.0,1488.0,1,1985,1985,0.0,0,22.5,4,3,4,3,3,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
7,1969,2.0,808.0,2,1977,1977,0.0,1,27.5,3,3,4,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1072,2.0,547.0,1,2005,2005,80.0,0,2.0,3,3,4,3,5,3.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8,1976,3.0,1976.0,2,2006,2007,304.0,1,2.0,4,3,5,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1652,2.0,1494.0,2,2000,2000,0.0,0,10.0,4,3,4,3,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5,970,2.0,970.0,1,1963,1963,0.0,0,120.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
6,1493,2.0,1478.0,2,1997,1998,215.0,1,10.0,3,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9,2643,3.0,2153.0,2,2006,2006,772.0,1,2.0,5,3,4,3,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1718,3.0,1705.0,2,2007,2008,336.0,1,2.0,4,3,5,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
